"","modname","formula","AICc","BIC","r2.vals","r2.vals.unique","edf","edf.less.1","delta.AICc","delta.BIC","wi.AICc","wi.BIC","Days_10N","Min_Monthly_Nitrate","Max_Monthly_Nitrate","Mean_Monthly_Nitrate","Mean_Monthly_Upwelling_Nitrate","Mean_Monthly_Temp","Max_Monthly_Anomaly_Upwelling_Temp","wh_95prc","wh_max","log_den_STRPURAD","log_Days_16C","log_UBR_Mean","log_UBR_Max","log_Mean_Monthly_NPP_Upwelling","Mean_Monthly_NPP","Max_Monthly_NPP_Upwelling","cumsum.wi"
"log_Mean_Monthly_NPP_Upwelling+log_UBR_Max+Mean_Monthly_Nitrate","log_Mean_Monthly_NPP_Upwelling+log_UBR_Max+Mean_Monthly_Nitrate","s(log_Mean_Monthly_NPP_Upwelling, k = 4, bs = ""cr"") + s(log_UBR_Max, k = 4, bs = ""cr"") + s(Mean_Monthly_Nitrate, k = 4, bs = ""cr"") + s(site_name, zone, bs = ""re"") + s(year, bs = ""re"")",1403.65822752393,1539.74550019638,0.42246,NA,29.28,0,81.587,38.294,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0.999
"Days_10N+log_UBR_Max+Max_Monthly_NPP_Upwelling+Mean_Monthly_Upwelling_Nitrate","Days_10N+log_UBR_Max+Max_Monthly_NPP_Upwelling+Mean_Monthly_Upwelling_Nitrate","s(Days_10N, k = 4, bs = ""cr"") + s(log_UBR_Max, k = 4, bs = ""cr"") + s(Max_Monthly_NPP_Upwelling, k = 4, bs = ""cr"") + s(Mean_Monthly_Upwelling_Nitrate, k = 4, bs = ""cr"") + s(site_name, zone, bs = ""re"") + s(year, bs = ""re"")",1403.68544202547,1552.18640778017,0.41825,NA,31.29,0,81.614,50.735,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0.999
"log_Mean_Monthly_NPP_Upwelling+Min_Monthly_Nitrate","log_Mean_Monthly_NPP_Upwelling+Min_Monthly_Nitrate","s(log_Mean_Monthly_NPP_Upwelling, k = 4, bs = ""cr"") + s(Min_Monthly_Nitrate, k = 4, bs = ""cr"") + s(site_name, zone, bs = ""re"") + s(year, bs = ""re"")",1403.72948024346,1553.33565859137,0.40585,NA,31.26,0,81.658,51.884,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.999
"log_Days_16C+log_UBR_Mean+Mean_Monthly_Nitrate","log_Days_16C+log_UBR_Mean+Mean_Monthly_Nitrate","s(log_Days_16C, k = 4, bs = ""cr"") + s(log_UBR_Mean, k = 4, bs = ""cr"") + s(Mean_Monthly_Nitrate, k = 4, bs = ""cr"") + s(site_name, zone, bs = ""re"") + s(year, bs = ""re"")",1403.76772123935,1547.79664258466,0.3975,NA,30.04,0,81.697,46.345,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0.999
"log_Days_16C+Max_Monthly_NPP_Upwelling+Mean_Monthly_Nitrate","log_Days_16C+Max_Monthly_NPP_Upwelling+Mean_Monthly_Nitrate","s(log_Days_16C, k = 4, bs = ""cr"") + s(Max_Monthly_NPP_Upwelling, k = 4, bs = ""cr"") + s(Mean_Monthly_Nitrate, k = 4, bs = ""cr"") + s(site_name, zone, bs = ""re"") + s(year, bs = ""re"")",1403.81726888023,1548.59742591021,0.39689,NA,30.17,0,81.746,47.146,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0.999
"Mean_Monthly_NPP+Mean_Monthly_Upwelling_Nitrate","Mean_Monthly_NPP+Mean_Monthly_Upwelling_Nitrate","s(Mean_Monthly_NPP, k = 4, bs = ""cr"") + s(Mean_Monthly_Upwelling_Nitrate, k = 4, bs = ""cr"") + s(site_name, zone, bs = ""re"") + s(year, bs = ""re"")",1403.86115457751,1551.4463691466,0.41151,NA,30.59,0,81.79,49.995,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0.999
"log_UBR_Max+Max_Monthly_NPP_Upwelling+Mean_Monthly_Nitrate","log_UBR_Max+Max_Monthly_NPP_Upwelling+Mean_Monthly_Nitrate","s(log_UBR_Max, k = 4, bs = ""cr"") + s(Max_Monthly_NPP_Upwelling, k = 4, bs = ""cr"") + s(Mean_Monthly_Nitrate, k = 4, bs = ""cr"") + s(site_name, zone, bs = ""re"") + s(year, bs = ""re"")",1403.86560474888,1540.03487875014,0.42221,NA,29.32,0,81.795,38.584,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0.999
"log_Days_16C+Mean_Monthly_NPP+Mean_Monthly_Temp","log_Days_16C+Mean_Monthly_NPP+Mean_Monthly_Temp","s(log_Days_16C, k = 4, bs = ""cr"") + s(Mean_Monthly_NPP, k = 4, bs = ""cr"") + s(Mean_Monthly_Temp, k = 4, bs = ""cr"") + s(site_name, zone, bs = ""re"") + s(year, bs = ""re"")",1403.90363240515,1562.72142394156,0.40253,NA,32.04,0,81.833,61.27,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0.999
"log_Days_16C+Mean_Monthly_Nitrate+Mean_Monthly_NPP","log_Days_16C+Mean_Monthly_Nitrate+Mean_Monthly_NPP","s(log_Days_16C, k = 4, bs = ""cr"") + s(Mean_Monthly_Nitrate, k = 4, bs = ""cr"") + s(Mean_Monthly_NPP, k = 4, bs = ""cr"") + s(site_name, zone, bs = ""re"") + s(year, bs = ""re"")",1403.98720581298,1556.77834635256,0.40244,NA,31.32,0,81.916,55.327,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0.999
"log_UBR_Mean+Min_Monthly_Nitrate","log_UBR_Mean+Min_Monthly_Nitrate","s(log_UBR_Mean, k = 4, bs = ""cr"") + s(Min_Monthly_Nitrate, k = 4, bs = ""cr"") + s(site_name, zone, bs = ""re"") + s(year, bs = ""re"")",1404.20323200383,1554.61765793695,0.40428,NA,30.99,0,82.132,53.166,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0.999
"Days_10N+log_Days_16C+Max_Monthly_NPP_Upwelling+Mean_Monthly_Nitrate","Days_10N+log_Days_16C+Max_Monthly_NPP_Upwelling+Mean_Monthly_Nitrate","s(Days_10N, k = 4, bs = ""cr"") + s(log_Days_16C, k = 4, bs = ""cr"") + s(Max_Monthly_NPP_Upwelling, k = 4, bs = ""cr"") + s(Mean_Monthly_Nitrate, k = 4, bs = ""cr"") + s(site_name, zone, bs = ""re"") + s(year, bs = ""re"")",1404.23381814162,1552.28834737787,0.39983,NA,30.79,0,82.163,50.837,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0.999
"log_Days_16C+log_Mean_Monthly_NPP_Upwelling+log_UBR_Mean+Min_Monthly_Nitrate","log_Days_16C+log_Mean_Monthly_NPP_Upwelling+log_UBR_Mean+Min_Monthly_Nitrate","s(log_Days_16C, k = 4, bs = ""cr"") + s(log_Mean_Monthly_NPP_Upwelling, k = 4, bs = ""cr"") + s(log_UBR_Mean, k = 4, bs = ""cr"") + s(Min_Monthly_Nitrate, k = 4, bs = ""cr"") + s(site_name, zone, bs = ""re"") + s(year, bs = ""re"")",1404.25136423732,1568.28911384728,0.39817,NA,33.42,0,82.18,66.838,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0.999
"log_Days_16C","log_Days_16C","s(log_Days_16C, k = 4, bs = ""cr"") + s(site_name, zone, bs = ""re"") + s(year, bs = ""re"")",1404.26010585998,1543.76651341599,0.37383,NA,29.52,0,82.189,42.315,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.999
"Days_10N+log_Days_16C+Mean_Monthly_Nitrate+Mean_Monthly_NPP","Days_10N+log_Days_16C+Mean_Monthly_Nitrate+Mean_Monthly_NPP","s(Days_10N, k = 4, bs = ""cr"") + s(log_Days_16C, k = 4, bs = ""cr"") + s(Mean_Monthly_Nitrate, k = 4, bs = ""cr"") + s(Mean_Monthly_NPP, k = 4, bs = ""cr"") + s(site_name, zone, bs = ""re"") + s(year, bs = ""re"")",1404.301540157,1559.98145228229,0.40567,NA,31.91,0,82.23,58.53,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0.999
"Days_10N+log_Mean_Monthly_NPP_Upwelling+log_UBR_Max+Mean_Monthly_Nitrate","Days_10N+log_Mean_Monthly_NPP_Upwelling+log_UBR_Max+Mean_Monthly_Nitrate","s(Days_10N, k = 4, bs = ""cr"") + s(log_Mean_Monthly_NPP_Upwelling, k = 4, bs = ""cr"") + s(log_UBR_Max, k = 4, bs = ""cr"") + s(Mean_Monthly_Nitrate, k = 4, bs = ""cr"") + s(site_name, zone, bs = ""re"") + s(year, bs = ""re"")",1404.33727645377,1542.13993696615,0.42251,NA,29.78,0,82.266,40.689,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0.999
"Days_10N+log_UBR_Max+Mean_Monthly_NPP+Mean_Monthly_Upwelling_Nitrate","Days_10N+log_UBR_Max+Mean_Monthly_NPP+Mean_Monthly_Upwelling_Nitrate","s(Days_10N, k = 4, bs = ""cr"") + s(log_UBR_Max, k = 4, bs = ""cr"") + s(Mean_Monthly_NPP, k = 4, bs = ""cr"") + s(Mean_Monthly_Upwelling_Nitrate, k = 4, bs = ""cr"") + s(site_name, zone, bs = ""re"") + s(year, bs = ""re"")",1404.3652641728,1561.16313781346,0.42124,NA,32.24,0,82.294,59.712,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0.999
"Days_10N+log_Mean_Monthly_NPP_Upwelling+log_UBR_Mean+Min_Monthly_Nitrate","Days_10N+log_Mean_Monthly_NPP_Upwelling+log_UBR_Mean+Min_Monthly_Nitrate","s(Days_10N, k = 4, bs = ""cr"") + s(log_Mean_Monthly_NPP_Upwelling, k = 4, bs = ""cr"") + s(log_UBR_Mean, k = 4, bs = ""cr"") + s(Min_Monthly_Nitrate, k = 4, bs = ""cr"") + s(site_name, zone, bs = ""re"") + s(year, bs = ""re"")",1404.41502909511,1560.50523119594,0.41419,NA,32.4,0,82.344,59.054,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0.999
"log_UBR_Max+Mean_Monthly_Temp","log_UBR_Max+Mean_Monthly_Temp","s(log_UBR_Max, k = 4, bs = ""cr"") + s(Mean_Monthly_Temp, k = 4, bs = ""cr"") + s(site_name, zone, bs = ""re"") + s(year, bs = ""re"")",1404.51410415106,1541.86960620681,0.42978,NA,29.04,0,82.443,40.418,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0.999
"log_UBR_Max+Max_Monthly_NPP_Upwelling","log_UBR_Max+Max_Monthly_NPP_Upwelling","s(log_UBR_Max, k = 4, bs = ""cr"") + s(Max_Monthly_NPP_Upwelling, k = 4, bs = ""cr"") + s(site_name, zone, bs = ""re"") + s(year, bs = ""re"")",1404.53500085266,1542.39106890121,0.38975,NA,29.89,0,82.464,40.94,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0.999
"log_Days_16C+log_Mean_Monthly_NPP_Upwelling+log_UBR_Mean+Mean_Monthly_Temp","log_Days_16C+log_Mean_Monthly_NPP_Upwelling+log_UBR_Mean+Mean_Monthly_Temp","s(log_Days_16C, k = 4, bs = ""cr"") + s(log_Mean_Monthly_NPP_Upwelling, k = 4, bs = ""cr"") + s(log_UBR_Mean, k = 4, bs = ""cr"") + s(Mean_Monthly_Temp, k = 4, bs = ""cr"") + s(site_name, zone, bs = ""re"") + s(year, bs = ""re"")",1404.58311499625,1558.69256044751,0.4071,NA,31.51,0,82.512,57.241,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,1,0,0,0.999
"log_Days_16C+log_UBR_Mean","log_Days_16C+log_UBR_Mean","s(log_Days_16C, k = 4, bs = ""cr"") + s(log_UBR_Mean, k = 4, bs = ""cr"") + s(site_name, zone, bs = ""re"") + s(year, bs = ""re"")",1404.59663678293,1545.88509286016,0.3744,NA,30,0,82.526,44.434,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0.999
"Days_10N+log_UBR_Max+Max_Monthly_NPP_Upwelling+Mean_Monthly_Nitrate","Days_10N+log_UBR_Max+Max_Monthly_NPP_Upwelling+Mean_Monthly_Nitrate","s(Days_10N, k = 4, bs = ""cr"") + s(log_UBR_Max, k = 4, bs = ""cr"") + s(Max_Monthly_NPP_Upwelling, k = 4, bs = ""cr"") + s(Mean_Monthly_Nitrate, k = 4, bs = ""cr"") + s(site_name, zone, bs = ""re"") + s(year, bs = ""re"")",1404.60437661324,1542.57854769354,0.4223,NA,29.83,0,82.533,41.127,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0.999
"Days_10N+log_UBR_Mean+Max_Monthly_NPP_Upwelling+Min_Monthly_Nitrate","Days_10N+log_UBR_Mean+Max_Monthly_NPP_Upwelling+Min_Monthly_Nitrate","s(Days_10N, k = 4, bs = ""cr"") + s(log_UBR_Mean, k = 4, bs = ""cr"") + s(Max_Monthly_NPP_Upwelling, k = 4, bs = ""cr"") + s(Min_Monthly_Nitrate, k = 4, bs = ""cr"") + s(site_name, zone, bs = ""re"") + s(year, bs = ""re"")",1404.63010089185,1560.91387960708,0.41252,NA,32.34,0,82.559,59.463,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0.999
"Days_10N+log_Days_16C+log_Mean_Monthly_NPP_Upwelling+log_UBR_Mean+Mean_Monthly_Temp","Days_10N+log_Days_16C+log_Mean_Monthly_NPP_Upwelling+log_UBR_Mean+Mean_Monthly_Temp","s(Days_10N, k = 4, bs = ""cr"") + s(log_Days_16C, k = 4, bs = ""cr"") + s(log_Mean_Monthly_NPP_Upwelling, k = 4, bs = ""cr"") + s(log_UBR_Mean, k = 4, bs = ""cr"") + s(Mean_Monthly_Temp, k = 4, bs = ""cr"") + s(site_name, zone, bs = ""re"") + s(year, bs = ""re"")",1404.69084176908,1567.49592443361,0.4122,NA,33.03,0,82.62,66.045,0,0,1,0,0,0,0,1,0,0,0,0,1,1,0,1,0,0,0.999
"log_Mean_Monthly_NPP_Upwelling+Mean_Monthly_Upwelling_Nitrate","log_Mean_Monthly_NPP_Upwelling+Mean_Monthly_Upwelling_Nitrate","s(log_Mean_Monthly_NPP_Upwelling, k = 4, bs = ""cr"") + s(Mean_Monthly_Upwelling_Nitrate, k = 4, bs = ""cr"") + s(site_name, zone, bs = ""re"") + s(year, bs = ""re"")",1404.78639236935,1544.46319572246,0.40952,NA,29.48,0,82.715,43.012,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0.999
"log_Days_16C+Mean_Monthly_NPP","log_Days_16C+Mean_Monthly_NPP","s(log_Days_16C, k = 4, bs = ""cr"") + s(Mean_Monthly_NPP, k = 4, bs = ""cr"") + s(site_name, zone, bs = ""re"") + s(year, bs = ""re"")",1404.8062339554,1554.28564288737,0.37656,NA,31.24,0,82.735,52.834,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0.999
"log_Days_16C+log_UBR_Mean+Mean_Monthly_Nitrate+Mean_Monthly_NPP","log_Days_16C+log_UBR_Mean+Mean_Monthly_Nitrate+Mean_Monthly_NPP","s(log_Days_16C, k = 4, bs = ""cr"") + s(log_UBR_Mean, k = 4, bs = ""cr"") + s(Mean_Monthly_Nitrate, k = 4, bs = ""cr"") + s(Mean_Monthly_NPP, k = 4, bs = ""cr"") + s(site_name, zone, bs = ""re"") + s(year, bs = ""re"")",1404.84135984241,1560.03760118783,0.40319,NA,31.95,0,82.77,58.586,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,1,0,0.999
"Days_10N+Mean_Monthly_NPP+Mean_Monthly_Upwelling_Nitrate","Days_10N+Mean_Monthly_NPP+Mean_Monthly_Upwelling_Nitrate","s(Days_10N, k = 4, bs = ""cr"") + s(Mean_Monthly_NPP, k = 4, bs = ""cr"") + s(Mean_Monthly_Upwelling_Nitrate, k = 4, bs = ""cr"") + s(site_name, zone, bs = ""re"") + s(year, bs = ""re"")",1404.89174404842,1554.37925572767,0.41225,NA,31.13,0,82.821,52.928,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0.999
"log_Days_16C+log_UBR_Mean+Mean_Monthly_Temp","log_Days_16C+log_UBR_Mean+Mean_Monthly_Temp","s(log_Days_16C, k = 4, bs = ""cr"") + s(log_UBR_Mean, k = 4, bs = ""cr"") + s(Mean_Monthly_Temp, k = 4, bs = ""cr"") + s(site_name, zone, bs = ""re"") + s(year, bs = ""re"")",1404.89569339115,1558.60238380055,0.40402,NA,30.85,0,82.825,57.151,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0.999
"Days_10N+log_UBR_Max+Mean_Monthly_Temp","Days_10N+log_UBR_Max+Mean_Monthly_Temp","s(Days_10N, k = 4, bs = ""cr"") + s(log_UBR_Max, k = 4, bs = ""cr"") + s(Mean_Monthly_Temp, k = 4, bs = ""cr"") + s(site_name, zone, bs = ""re"") + s(year, bs = ""re"")",1404.9693838035,1545.05343566511,0.43111,NA,29.76,0,82.898,43.602,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0.999
"Days_10N+log_Days_16C+Max_Monthly_NPP_Upwelling+Min_Monthly_Nitrate","Days_10N+log_Days_16C+Max_Monthly_NPP_Upwelling+Min_Monthly_Nitrate","s(Days_10N, k = 4, bs = ""cr"") + s(log_Days_16C, k = 4, bs = ""cr"") + s(Max_Monthly_NPP_Upwelling, k = 4, bs = ""cr"") + s(Min_Monthly_Nitrate, k = 4, bs = ""cr"") + s(site_name, zone, bs = ""re"") + s(year, bs = ""re"")",1405.04044112935,1571.39401596535,0.40284,NA,33.23,0,82.969,69.943,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0.999
"Days_10N+log_Days_16C","Days_10N+log_Days_16C","s(Days_10N, k = 4, bs = ""cr"") + s(log_Days_16C, k = 4, bs = ""cr"") + s(site_name, zone, bs = ""re"") + s(year, bs = ""re"")",1405.05537617303,1554.82344549359,0.38107,NA,31.24,0,82.984,53.372,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.999
"Mean_Monthly_NPP+Mean_Monthly_Temp","Mean_Monthly_NPP+Mean_Monthly_Temp","s(Mean_Monthly_NPP, k = 4, bs = ""cr"") + s(Mean_Monthly_Temp, k = 4, bs = ""cr"") + s(site_name, zone, bs = ""re"") + s(year, bs = ""re"")",1405.09950787779,1544.047034879,0.39927,NA,29.7,0,83.028,42.596,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0.999
"Days_10N+log_Days_16C+log_Mean_Monthly_NPP_Upwelling+Min_Monthly_Nitrate","Days_10N+log_Days_16C+log_Mean_Monthly_NPP_Upwelling+Min_Monthly_Nitrate","s(Days_10N, k = 4, bs = ""cr"") + s(log_Days_16C, k = 4, bs = ""cr"") + s(log_Mean_Monthly_NPP_Upwelling, k = 4, bs = ""cr"") + s(Min_Monthly_Nitrate, k = 4, bs = ""cr"") + s(site_name, zone, bs = ""re"") + s(year, bs = ""re"")",1405.13993334625,1572.30552800967,0.40482,NA,33.53,0,83.069,70.854,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0.999
"log_Days_16C+Mean_Monthly_NPP+Min_Monthly_Nitrate","log_Days_16C+Mean_Monthly_NPP+Min_Monthly_Nitrate","s(log_Days_16C, k = 4, bs = ""cr"") + s(Mean_Monthly_NPP, k = 4, bs = ""cr"") + s(Min_Monthly_Nitrate, k = 4, bs = ""cr"") + s(site_name, zone, bs = ""re"") + s(year, bs = ""re"")",1405.23007603931,1573.54352801025,0.3964,NA,33.62,0,83.159,72.092,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0.999
"log_Days_16C+log_UBR_Mean+Mean_Monthly_NPP","log_Days_16C+log_UBR_Mean+Mean_Monthly_NPP","s(log_Days_16C, k = 4, bs = ""cr"") + s(log_UBR_Mean, k = 4, bs = ""cr"") + s(Mean_Monthly_NPP, k = 4, bs = ""cr"") + s(site_name, zone, bs = ""re"") + s(year, bs = ""re"")",1405.30299697987,1556.75968095252,0.37724,NA,31.77,0,83.232,55.308,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0.999
"Days_10N+log_Days_16C+log_UBR_Mean+Max_Monthly_NPP_Upwelling+Min_Monthly_Nitrate","Days_10N+log_Days_16C+log_UBR_Mean+Max_Monthly_NPP_Upwelling+Min_Monthly_Nitrate","s(Days_10N, k = 4, bs = ""cr"") + s(log_Days_16C, k = 4, bs = ""cr"") + s(log_UBR_Mean, k = 4, bs = ""cr"") + s(Max_Monthly_NPP_Upwelling, k = 4, bs = ""cr"") + s(Min_Monthly_Nitrate, k = 4, bs = ""cr"") + s(site_name, zone, bs = ""re"") + s(year, bs = ""re"")",1405.42922962309,1573.43189731837,0.40383,NA,33.87,0,83.358,71.981,0,0,1,1,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0.999
"Days_10N+log_Days_16C+Mean_Monthly_NPP+Min_Monthly_Nitrate","Days_10N+log_Days_16C+Mean_Monthly_NPP+Min_Monthly_Nitrate","s(Days_10N, k = 4, bs = ""cr"") + s(log_Days_16C, k = 4, bs = ""cr"") + s(Mean_Monthly_NPP, k = 4, bs = ""cr"") + s(Min_Monthly_Nitrate, k = 4, bs = ""cr"") + s(site_name, zone, bs = ""re"") + s(year, bs = ""re"")",1405.47051000559,1575.6770222474,0.40325,NA,34.09,0,83.399,74.226,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0.999
"Days_10N+log_Days_16C+log_Mean_Monthly_NPP_Upwelling+log_UBR_Mean+Min_Monthly_Nitrate","Days_10N+log_Days_16C+log_Mean_Monthly_NPP_Upwelling+log_UBR_Mean+Min_Monthly_Nitrate","s(Days_10N, k = 4, bs = ""cr"") + s(log_Days_16C, k = 4, bs = ""cr"") + s(log_Mean_Monthly_NPP_Upwelling, k = 4, bs = ""cr"") + s(log_UBR_Mean, k = 4, bs = ""cr"") + s(Min_Monthly_Nitrate, k = 4, bs = ""cr"") + s(site_name, zone, bs = ""re"") + s(year, bs = ""re"")",1405.58948939816,1574.50088158179,0.40613,NA,34.16,0,83.518,73.05,0,0,1,1,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0.999
"log_Mean_Monthly_NPP_Upwelling+log_UBR_Max+Mean_Monthly_Temp","log_Mean_Monthly_NPP_Upwelling+log_UBR_Max+Mean_Monthly_Temp","s(log_Mean_Monthly_NPP_Upwelling, k = 4, bs = ""cr"") + s(log_UBR_Max, k = 4, bs = ""cr"") + s(Mean_Monthly_Temp, k = 4, bs = ""cr"") + s(site_name, zone, bs = ""re"") + s(year, bs = ""re"")",1405.60114678439,1544.6267639283,0.43088,NA,29.49,0,83.53,43.175,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0.999
"log_Days_16C+log_UBR_Mean+Mean_Monthly_NPP+Min_Monthly_Nitrate","log_Days_16C+log_UBR_Mean+Mean_Monthly_NPP+Min_Monthly_Nitrate","s(log_Days_16C, k = 4, bs = ""cr"") + s(log_UBR_Mean, k = 4, bs = ""cr"") + s(Mean_Monthly_NPP, k = 4, bs = ""cr"") + s(Min_Monthly_Nitrate, k = 4, bs = ""cr"") + s(site_name, zone, bs = ""re"") + s(year, bs = ""re"")",1405.6131932414,1574.58520352946,0.39671,NA,34.02,0,83.542,73.134,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0.999
"Days_10N+Mean_Monthly_NPP+Mean_Monthly_Temp","Days_10N+Mean_Monthly_NPP+Mean_Monthly_Temp","s(Days_10N, k = 4, bs = ""cr"") + s(Mean_Monthly_NPP, k = 4, bs = ""cr"") + s(Mean_Monthly_Temp, k = 4, bs = ""cr"") + s(site_name, zone, bs = ""re"") + s(year, bs = ""re"")",1405.71052948845,1546.28039161255,0.40038,NA,30.19,0,83.639,44.829,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0.999
"Days_10N+log_Days_16C+log_UBR_Mean","Days_10N+log_Days_16C+log_UBR_Mean","s(Days_10N, k = 4, bs = ""cr"") + s(log_Days_16C, k = 4, bs = ""cr"") + s(log_UBR_Mean, k = 4, bs = ""cr"") + s(site_name, zone, bs = ""re"") + s(year, bs = ""re"")",1405.75261560782,1557.65461902697,0.38158,NA,31.77,0,83.682,56.203,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0.999
"Days_10N+log_Days_16C+log_UBR_Mean+Mean_Monthly_NPP+Min_Monthly_Nitrate","Days_10N+log_Days_16C+log_UBR_Mean+Mean_Monthly_NPP+Min_Monthly_Nitrate","s(Days_10N, k = 4, bs = ""cr"") + s(log_Days_16C, k = 4, bs = ""cr"") + s(log_UBR_Mean, k = 4, bs = ""cr"") + s(Mean_Monthly_NPP, k = 4, bs = ""cr"") + s(Min_Monthly_Nitrate, k = 4, bs = ""cr"") + s(site_name, zone, bs = ""re"") + s(year, bs = ""re"")",1405.83295537512,1577.2921751073,0.40395,NA,34.66,0,83.762,75.841,0,0,1,1,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0.999
"log_UBR_Mean+Mean_Monthly_NPP+Mean_Monthly_Temp","log_UBR_Mean+Mean_Monthly_NPP+Mean_Monthly_Temp","s(log_UBR_Mean, k = 4, bs = ""cr"") + s(Mean_Monthly_NPP, k = 4, bs = ""cr"") + s(Mean_Monthly_Temp, k = 4, bs = ""cr"") + s(site_name, zone, bs = ""re"") + s(year, bs = ""re"")",1405.94113742464,1547.19761207619,0.40018,NA,30.28,0,83.87,45.746,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0.999
"Mean_Monthly_Nitrate+Mean_Monthly_NPP","Mean_Monthly_Nitrate+Mean_Monthly_NPP","s(Mean_Monthly_Nitrate, k = 4, bs = ""cr"") + s(Mean_Monthly_NPP, k = 4, bs = ""cr"") + s(site_name, zone, bs = ""re"") + s(year, bs = ""re"")",1405.98698939847,1542.48499119943,0.41539,NA,29.11,0,83.916,41.034,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0.999
"Days_10N+log_Mean_Monthly_NPP_Upwelling+log_UBR_Max+Mean_Monthly_Temp","Days_10N+log_Mean_Monthly_NPP_Upwelling+log_UBR_Max+Mean_Monthly_Temp","s(Days_10N, k = 4, bs = ""cr"") + s(log_Mean_Monthly_NPP_Upwelling, k = 4, bs = ""cr"") + s(log_UBR_Max, k = 4, bs = ""cr"") + s(Mean_Monthly_Temp, k = 4, bs = ""cr"") + s(site_name, zone, bs = ""re"") + s(year, bs = ""re"")",1406.03540709833,1547.79109159387,0.43212,NA,30.2,0,83.964,46.34,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0.999
"log_UBR_Max+Max_Monthly_NPP_Upwelling+Mean_Monthly_Temp","log_UBR_Max+Max_Monthly_NPP_Upwelling+Mean_Monthly_Temp","s(log_UBR_Max, k = 4, bs = ""cr"") + s(Max_Monthly_NPP_Upwelling, k = 4, bs = ""cr"") + s(Mean_Monthly_Temp, k = 4, bs = ""cr"") + s(site_name, zone, bs = ""re"") + s(year, bs = ""re"")",1406.09809586038,1545.44506397943,0.42965,NA,29.51,0,84.027,43.994,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0.999
